,id,img,label,text,predicted_label,inference_path
56,25473,img/25473.png,0,and then i told them you're going on a fun camping trip,0,L2_Heterogeneous_Match
57,47913,img/47913.png,0,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama",1,L2_Heterogeneous_Match
58,8295,img/08295.png,0,please consider donating water to children in need,0,L2_Safety_Bypass_to_L3
59,2497,img/02497.png,0,you're a wizard motherfucker,0,L2_Heterogeneous_Match
60,90471,img/90471.png,0,"relax mexicans you are rapists, drug lords and criminals",1,L2_Heterogeneous_Match
61,69357,img/69357.png,1,hey look at me! i'm a serial pedofile,0,L3_Expert_Consensus
62,54602,img/54602.png,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel,1,L2_Heterogeneous_Match
63,15320,img/15320.png,0,obama working to legalize medical cannabis for all of the usa,0,L2_Heterogeneous_Match
64,63182,img/63182.png,0,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,0,L2_Heterogeneous_Match
65,20619,img/20619.png,1,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,1,L2_Heterogeneous_Match
66,82457,img/82457.png,0,ring ring hello? i've been waiting for your call all damn day!!!,0,L2_Heterogeneous_Match
67,81059,img/81059.png,0,i like my refugees like this '' '' '',1,L2_Heterogeneous_Match
68,42137,img/42137.png,0,when you get hungry you can either think about it or..,0,L2_Heterogeneous_Match
69,74530,img/74530.png,1,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,1,L2_Heterogeneous_Match
70,40832,img/40832.png,0,taking photo with a mosque,0,L2_Heterogeneous_Match
71,46127,img/46127.png,0,"""ay, tone. how'd da gas stay in if da door is made of wood?""",0,L2_Heterogeneous_Match
72,87594,img/87594.png,0,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!",0,L2_Heterogeneous_Match
73,12548,img/12548.png,0,running chocolate,0,L2_Safety_Bypass_to_L3
74,12894,img/12894.png,0,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free",0,L2_Safety_Bypass_to_L3
75,2476,img/02476.png,0,im never doing a garden again!,0,L2_Heterogeneous_Match
76,6937,img/06937.png,0,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion",1,L2_Heterogeneous_Match
77,5762,img/05762.png,0,"listen bitch, before you start fucking with me you should know my team is bigger",0,L2_Heterogeneous_Match
78,40259,img/40259.png,0,masturbation it's not just for men,0,L2_Heterogeneous_Match
79,85072,img/85072.png,0,what is this sleep of which you speak?,0,L2_Heterogeneous_Match
80,46537,img/46537.png,0,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice",1,L2_Heterogeneous_Match
81,56432,img/56432.png,0,"what if i told you that you cant ""tolerate"" a person who agrees with you? """,0,L2_Heterogeneous_Match
82,39805,img/39805.png,0,look both ways before you cross the street,0,L2_Heterogeneous_Match
83,29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,1,L2_Heterogeneous_Match
84,36072,img/36072.png,0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",0,L2_Heterogeneous_Match
85,60147,img/60147.png,0,meditation before going to school,0,L2_Heterogeneous_Match
86,90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,1,L2_Heterogeneous_Match
87,38612,img/38612.png,0,so there is this new implant that can actually fix stupid,0,L3_Expert_Consensus
88,52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash",1,L3_Expert_Consensus
89,34961,img/34961.png,0,this cat is pushing a watermelon out of a lake. your argument is invalid,0,L2_Heterogeneous_Match
90,15803,img/15803.png,1,what do you call a retarded jew? auschwistic,1,L2_Heterogeneous_Match
91,89762,img/89762.png,0,that blackened chicken was so dry it reminded me of your mother,0,L2_Heterogeneous_Match
92,38465,img/38465.png,0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes",0,L2_Heterogeneous_Match
93,53289,img/53289.png,0,when everybody's worried about their ex but you're just here enjoying your lemonade,0,L2_Heterogeneous_Match
94,75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,1,L2_Heterogeneous_Match
95,18350,img/18350.png,0,when you see the gas bill,0,L2_Heterogeneous_Match
96,91547,img/91547.png,0,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,0,L2_Heterogeneous_Match
97,30247,img/30247.png,0,broken chair,0,L2_Heterogeneous_Match
98,93741,img/93741.png,0,stop being a bitch,0,L2_Heterogeneous_Match
99,51243,img/51243.png,0,honestly how often do you masturbate?,0,L2_Heterogeneous_Match
100,5384,img/05384.png,0,spending quality time with dad,0,L2_Heterogeneous_Match
101,1845,img/01845.png,0,when you consume too much trans fat,0,L3_Expert_Consensus
102,34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,1,HITL_Manual
103,41385,img/41385.png,0,y'all kids claims to be victims of slavery when we were the ones who lived it,0,L3_Expert_Consensus
104,34508,img/34508.png,1,jews are the problem. not just zionists or israelis. jews. all of them,1,L2_Heterogeneous_Match
105,80521,img/80521.png,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,0,L2_Heterogeneous_Match
106,34165,img/34165.png,0,be happy you dont have neanderthal dna,0,L2_Safety_Bypass_to_L3
107,93072,img/93072.png,1,"black people black people ""why would white america do this?""",1,L3_Expert_Consensus
108,25468,img/25468.png,1,white people walked on all fours before black people came and showed them how to stand up,1,L2_Safety_Bypass_to_L3
109,9617,img/09617.png,0,when you turn on the light and realize you have been fisting the wrong hole,0,L2_Heterogeneous_Match
110,96258,img/96258.png,0,its national hebrew day go pick up a hot girl,0,L3_Expert_Consensus
111,96578,img/96578.png,1,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,1,L2_Safety_Bypass_to_L3
112,35618,img/35618.png,0,i woke up like this,0,L2_Safety_Bypass_to_L3
113,5249,img/05249.png,0,i am still so confused about the strategies in this game,0,L2_Safety_Bypass_to_L3
114,57349,img/57349.png,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",0,L2_Heterogeneous_Match
115,78409,img/78409.png,1,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,1,HITL_Manual
116,29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens",1,L2_Heterogeneous_Match
117,20568,img/20568.png,0,meanwhile at the isis strip club,0,L2_Heterogeneous_Match
118,84269,img/84269.png,0,just ordered the new anne frank puzzle,1,L2_Heterogeneous_Match
119,68079,img/68079.png,0,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,1,L2_Heterogeneous_Match
120,41537,img/41537.png,0,i'm not transphobic i just think trans people shouldn't exist,1,L2_Heterogeneous_Match
121,12890,img/12890.png,0,hitler getting his tan on,0,L3_Expert_Consensus
122,54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,1,L2_Heterogeneous_Match
123,63217,img/63217.png,0,when you're facetimeing and accidently fall down the stairs,0,L2_Heterogeneous_Match
124,3271,img/03271.png,0,when your wife and girlfriend dont get along,,
125,35264,img/35264.png,0,i like your cologne what is that? tricare? deers,,
126,63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,,
127,12348,img/12348.png,0,"bitch, say something else",,
